date,maxtmp,mintmp,rain,sunshine,avgrh,evapor,meantemp
19860829,30.40,24.80,0.00,2.90,77.00,2.10,27.60
19860830,32.90,25.00,61.40,7.80,74.00,1.50,28.90
19860831,33.20,22.90,2.30,9.50,73.00,3.50,28.00
19860901,32.30,24.90,0.00,8.10,75.00,4.40,28.60
19860902,32.10,24.90,9.70,7.60,80.00,7.50,28.50
19860903,30.90,25.00,6.30,2.60,81.00,4.30,27.90
19860904,31.60,23.10,2.40,5.60,78.00,3.70,27.30
19860905,30.00,24.90,0.00,0.10,83.00,4.70,27.40
19860906,29.70,26.00,4.50,0.20,82.00,2.30,27.80
19860907,30.50,24.10,0.40,5.70,80.00,3.70,27.30
19860908,30.30,24.40,39.00,4.30,83.00,-9999.00,27.30
19860909,30.30,24.10,8.90,4.60,79.00,4.50,27.20
19860910,28.70,23.40,36.30,0.90,85.00,6.40,26.00
19860911,29.40,22.60,0.00,5.50,83.00,2.60,26.00
19860912,32.20,24.90,0.00,9.50,77.00,4.00,28.50
19860913,33.10,25.70,0.00,9.90,74.00,4.30,29.40
19860914,33.20,25.30,0.00,10.40,78.00,4.00,29.20
19860915,33.90,25.90,0.00,8.40,75.00,3.80,29.90
19860916,34.00,25.70,1.20,10.60,72.00,4.60,29.80
19860917,33.50,25.30,0.00,10.20,75.00,5.30,29.40
19860918,32.30,24.70,8.60,6.80,78.00,4.70,28.50
19860919,31.80,23.30,1.00,7.30,79.00,4.40,27.50
19860920,31.80,25.20,0.00,10.20,75.00,4.90,28.50
19860921,31.20,22.60,0.00,10.60,70.00,5.40,26.90
19860922,30.50,21.60,0.00,10.00,74.00,5.00,26.00
19860923,31.60,22.70,0.00,10.10,73.00,5.10,27.10
19860924,31.20,22.70,0.00,8.50,73.00,7.00,26.90
19860925,31.60,24.20,0.00,8.40,69.00,4.50,27.90
19860926,32.00,22.40,0.00,10.00,74.00,4.20,27.20
19860927,32.20,23.40,21.60,8.30,74.00,7.70,27.80
19860928,32.30,23.90,2.30,10.80,75.00,6.50,28.10
19860929,30.80,24.50,0.00,6.70,81.00,2.80,27.60
19860930,30.00,23.90,0.00,6.10,79.00,4.30,26.90
19861001,29.20,23.80,4.30,4.10,75.00,5.70,26.50
19861002,29.60,20.60,0.00,5.10,82.00,3.90,25.10
19861003,30.30,22.80,0.00,8.10,73.00,6.50,26.50
19861004,31.10,23.90,0.00,7.50,71.00,4.80,27.50
19861005,31.00,22.60,0.00,8.50,66.00,5.20,26.80
19861006,32.00,22.80,0.00,9.80,70.00,5.70,27.40
19861007,31.30,22.40,0.00,8.00,73.00,4.50,26.80
19861008,32.20,22.80,0.00,10.20,73.00,3.30,27.50
19861009,31.50,22.80,0.00,8.10,77.00,4.30,27.10
19861010,31.40,22.40,0.00,7.40,74.00,4.10,26.90
19861011,30.20,21.70,0.00,7.70,78.00,5.00,25.90
19861012,27.10,23.10,2.80,0.00,88.00,0.30,25.10
19861013,27.80,22.70,0.00,1.10,83.00,1.80,25.20
19861014,30.00,22.30,0.00,6.80,80.00,2.80,26.10
19861015,31.40,22.90,0.00,8.10,76.00,3.30,27.10
19861016,32.50,23.50,8.50,8.70,81.00,3.80,28.00
19861017,34.00,23.60,0.00,8.00,77.00,2.50,28.80
19861018,32.20,23.50,0.00,8.50,80.00,4.90,27.80
19861019,32.20,23.10,0.00,10.10,72.00,5.30,27.60
19861020,32.30,22.50,0.00,9.60,72.00,5.00,27.40
19861021,32.30,23.00,0.00,10.00,71.00,5.70,27.60
19861022,27.60,22.70,34.20,0.00,84.00,-9999.00,25.10
19861023,27.60,22.50,0.20,8.70,89.00,3.20,25.00
19861024,32.20,23.10,0.00,8.70,77.00,2.60,27.60
19861025,32.30,23.70,0.00,8.80,78.00,3.80,28.00
19861026,32.10,24.00,0.00,8.60,78.00,3.40,28.00
19861027,32.40,23.80,4.80,7.20,82.00,3.30,28.10
19861028,33.10,23.30,15.30,5.70,78.00,4.40,28.20
19861029,29.30,22.90,0.00,8.70,79.00,6.00,26.10
19861030,27.60,20.40,0.00,5.70,75.00,4.70,24.00
19861031,29.50,19.10,0.00,10.10,70.00,5.10,24.30
19861101,30.00,19.80,0.00,9.50,73.00,4.70,24.90
19861102,29.80,18.80,0.00,9.80,73.00,4.60,24.30
19861103,30.80,19.40,0.00,9.60,73.00,4.10,25.10
19861104,30.00,20.00,0.00,10.20,72.00,4.60,25.00
19861105,30.10,18.80,0.00,9.60,73.00,4.30,24.40
19861106,31.60,19.50,0.00,9.70,72.00,4.70,25.50
19861107,32.50,20.70,0.00,9.40,74.00,5.50,26.60
19861108,31.80,21.40,0.00,9.40,69.00,4.40,26.60
19861109,28.70,20.00,0.00,6.30,66.00,4.60,24.30
19861110,29.00,18.10,0.00,9.50,62.00,4.70,23.50
19861111,29.50,18.60,0.00,5.40,65.00,4.30,24.00
19861112,31.60,20.10,0.00,2.70,67.00,3.70,25.80
19861113,25.60,21.70,2.10,0.00,93.00,0.90,23.60
19861114,30.60,22.80,0.60,2.20,79.00,2.50,26.70
19861115,31.70,22.90,0.00,7.00,75.00,5.40,27.30
19861116,30.50,22.50,0.00,6.00,68.00,4.40,26.50
19861117,29.60,19.00,0.00,10.00,67.00,5.20,24.30
19861118,29.50,18.50,0.00,9.70,64.00,5.40,24.00
19861119,29.20,18.40,0.00,9.50,66.00,5.70,23.80
19861120,29.40,17.40,0.00,9.40,64.00,5.40,23.40
19861121,29.00,17.20,0.00,8.50,65.00,5.00,23.10
19861122,29.00,17.50,0.00,9.70,66.00,4.20,23.20
19861123,28.70,17.30,0.00,8.80,65.00,5.30,23.00
19861124,28.20,15.10,0.00,8.00,63.00,4.90,21.60
19861125,27.30,17.60,0.00,1.30,66.00,3.80,22.40
19861126,28.30,18.50,0.00,6.20,66.00,5.30,23.40
19861127,29.00,18.40,0.00,5.30,66.00,5.00,23.70
19861128,29.00,18.70,0.00,7.80,66.00,4.80,23.80
19861129,26.00,18.50,0.00,2.10,69.00,3.20,22.20
19861130,26.50,15.40,0.00,9.40,66.00,3.40,20.90
19861201,27.10,13.30,0.00,8.80,67.00,3.70,20.20
19861202,29.80,15.70,0.00,7.20,67.00,5.50,22.70
19861203,25.40,20.50,1.70,0.10,72.00,2.00,22.90
19861204,22.50,18.20,0.50,0.00,79.00,1.80,20.30
19861205,26.10,17.20,0.00,1.10,71.00,1.80,21.60
19861206,31.10,18.50,0.00,7.70,72.00,3.70,24.80
19861207,30.30,20.20,0.00,5.30,69.00,6.00,25.20
19861208,27.60,19.60,0.00,2.60,67.00,4.50,23.60
19861209,29.10,17.70,0.00,7.10,66.00,6.50,23.40
19861210,27.00,18.60,0.00,8.30,61.00,4.80,22.80
19861211,27.30,13.70,0.00,9.50,63.00,5.00,20.50
19861212,28.00,13.50,0.00,9.20,64.00,3.50,20.70
19861213,30.60,13.40,0.00,9.40,63.00,3.10,22.00
19861214,31.00,15.10,0.00,9.30,64.00,2.60,23.00
19861215,30.50,15.90,0.00,9.10,64.00,3.40,23.20
19861216,31.20,14.90,0.00,9.80,64.00,2.90,23.00
19861217,32.20,16.00,0.00,9.30,62.00,2.60,24.10
19861218,32.60,18.00,0.00,9.50,65.00,4.00,25.30
19861219,29.90,18.90,0.00,9.60,64.00,4.20,24.40
19861220,29.60,15.20,0.00,9.80,64.00,4.20,22.40
19861221,29.90,16.30,0.00,8.50,62.00,4.40,23.10
19861222,28.40,17.30,0.00,7.70,62.00,3.50,22.80
19861223,28.20,15.00,0.00,9.50,64.00,4.10,21.60
19861224,30.50,15.20,0.00,9.20,64.00,4.80,22.80
19861225,30.20,17.10,0.00,9.70,59.00,5.60,23.60
19861226,30.20,16.40,0.00,9.30,62.00,5.30,23.30
19861227,29.70,21.40,0.00,5.20,61.00,6.20,25.50
19861228,29.00,18.50,0.00,7.30,64.00,5.70,23.70
19861229,30.00,16.50,0.00,9.40,64.00,3.90,23.20
19861230,31.80,17.60,0.00,9.40,64.00,4.40,24.70
19861231,31.70,18.70,0.00,9.40,62.00,3.70,25.20
19870101,31.40,18.40,0.00,7.50,66.00,4.60,24.90
19870102,33.30,22.20,0.00,8.20,64.00,4.70,27.70
19870103,33.60,20.10,0.00,9.40,64.00,5.00,26.80
19870104,34.00,20.00,0.00,9.10,64.00,4.20,27.00
19870105,32.40,20.50,0.00,9.20,62.00,6.80,26.40
19870106,31.50,18.10,0.00,8.50,65.00,8.50,24.80
19870107,29.50,17.10,0.00,9.20,61.00,7.00,23.30
19870108,28.10,16.50,0.00,9.80,63.00,5.50,22.30
19870109,29.30,14.90,0.00,9.70,62.00,2.50,22.10
19870110,30.60,14.90,0.00,9.70,64.00,6.30,22.70
19870111,30.90,16.20,0.00,9.70,62.00,5.70,23.50
19870112,29.60,17.40,0.00,9.40,68.00,6.90,23.50
19870113,27.00,17.70,0.00,6.10,60.00,5.30,22.30
19870114,28.10,15.40,0.00,9.60,61.00,5.00,21.70
19870115,29.40,13.90,0.00,9.60,62.00,5.40,21.60
19870116,30.40,14.70,0.00,9.80,60.00,5.70,22.50
19870117,30.00,16.00,0.00,9.10,59.00,6.30,23.00
19870118,30.90,15.80,0.00,9.80,59.00,5.80,23.30
19870119,31.10,15.20,0.00,9.80,56.00,6.90,23.10
19870120,31.10,17.00,0.00,9.90,54.00,3.50,24.00
19870121,33.10,15.20,0.00,9.20,61.00,4.80,24.10
19870122,33.60,15.80,0.00,9.90,62.00,4.20,24.70
19870123,31.70,18.20,0.00,9.60,65.00,6.50,24.90
19870124,31.00,16.00,0.00,9.60,62.00,6.80,23.50
19870125,29.00,18.40,0.00,9.90,60.00,8.10,23.70
19870126,27.60,17.20,0.00,7.30,58.00,7.50,22.40
19870127,26.50,15.00,0.00,7.20,54.00,7.10,20.70
19870128,27.10,12.50,0.00,9.90,55.00,6.80,19.80
19870129,29.20,13.40,0.00,9.80,61.00,7.00,21.30
19870130,31.00,16.10,0.00,9.90,57.00,7.30,23.50
19870131,31.10,16.40,0.00,9.70,58.00,7.50,23.70
19870201,30.50,17.40,0.00,9.90,58.00,6.90,23.90
19870202,30.60,16.90,0.00,9.90,57.00,6.70,23.70
19870203,27.20,15.90,0.00,8.40,60.00,4.80,21.50
19870204,27.00,16.50,0.00,9.30,56.00,5.10,21.70
19870205,29.40,13.70,0.00,9.80,59.00,4.50,21.50
19870206,30.80,14.40,0.00,9.80,61.00,5.90,22.60
19870207,30.70,17.40,0.00,9.70,60.00,8.10,24.00
19870208,31.10,16.50,0.00,9.70,57.00,5.60,23.80
19870209,32.00,15.80,0.00,9.40,59.00,5.80,23.90
19870210,33.70,17.60,0.00,8.70,57.00,5.90,25.60
19870211,34.00,21.30,0.00,8.00,54.00,4.50,27.60
19870212,34.90,19.90,0.00,7.40,60.00,6.00,27.40
19870213,35.20,19.30,0.00,7.00,55.00,3.50,27.20
19870214,34.90,21.80,0.00,8.60,58.00,5.40,28.30
19870215,35.00,20.40,0.00,8.60,62.00,7.60,27.70
19870216,34.50,22.70,0.00,7.80,59.00,6.10,28.60
19870217,35.20,23.40,0.00,8.60,53.00,6.30,29.30
19870218,35.90,22.90,0.00,8.40,55.00,7.10,29.40
19870219,35.50,23.10,0.00,8.30,57.00,5.60,29.30
19870220,35.00,22.50,0.00,9.30,59.00,6.30,28.70
19870221,34.40,21.70,0.00,8.80,59.00,5.50,28.00
19870222,33.90,21.50,0.00,9.00,60.00,5.30,27.70
19870223,35.40,22.00,0.00,8.90,57.00,5.50,28.70
19870224,36.00,24.40,0.00,8.00,53.00,6.30,30.20
19870225,31.80,23.80,0.60,4.60,69.00,4.90,27.80
19870226,31.90,23.10,0.00,4.90,73.00,3.00,27.50
19870227,35.60,23.00,0.00,7.70,63.00,7.80,29.30
19870228,22.40,19.20,0.40,0.30,71.00,2.00,20.80
19870301,30.40,16.80,0.00,4.20,66.00,5.20,23.60
19870302,28.20,20.60,0.10,0.80,59.00,4.10,24.40
19870303,21.50,18.70,6.50,0.00,85.00,1.20,20.10
19870304,31.50,18.50,0.00,10.00,69.00,4.90,25.00
19870305,33.90,21.50,13.20,6.80,66.00,4.70,27.70
19870306,33.40,19.50,0.00,8.00,64.00,4.90,26.40
19870307,35.60,20.50,0.00,10.00,61.00,7.50,28.00
19870308,36.50,24.30,0.00,9.50,58.00,6.90,30.40
19870309,36.80,22.20,0.00,10.00,59.00,7.40,29.50
19870310,37.70,25.70,0.00,10.20,52.00,7.60,31.70
19870311,37.60,24.80,0.00,9.70,53.00,8.40,31.20
